reportyear,race_eth_name,geotype,geotypevalue,geoname,county_name,county_fips,region_name,region_code,mode,mode_name,pop_mode,pop_total,percent
2000,Multiple,CO,6005.0,Amador,Amador,6005,Central/Southeast Sierra,3,WALK,Walked to work,12,269,4.46096654275093
2000,Other,CO,6005.0,Amador,Amador,6005,Central/Southeast Sierra,3,WALK,Walked to work,NA,NA,NA
2000,AIAN,CO,6007.0,Butte,Butte,6007,Butte,2,ATHOME,Worked at home,46,1295,3.55212355212355
2000,Asian,CO,6007.0,Butte,Butte,6007,Butte,2,ATHOME,Worked at home,111,1637,6.78069639584606
2000,AfricanAm,CO,6007.0,Butte,Butte,6007,Butte,2,ATHOME,Worked at home,25,807,3.09789343246592
2000,Latino,CO,6007.0,Butte,Butte,6007,Butte,2,ATHOME,Worked at home,147,7252,2.02702702702703
2000,NHOPI,CO,6007.0,Butte,Butte,6007,Butte,2,ATHOME,Worked at home,NA,NA,NA
2000,White,CO,6007.0,Butte,Butte,6007,Butte,2,ATHOME,Worked at home,3070,67462,4.55071002934986
2000,Multiple,CO,6007.0,Butte,Butte,6007,Butte,2,ATHOME,Worked at home,80,2011,3.97812033814023
2000,Other,CO,6007.0,Butte,Butte,6007,Butte,2,ATHOME,Worked at home,6,222,2.7027027027027
2000,AIAN,CO,6007.0,Butte,Butte,6007,Butte,2,BICYCLE,Bicycle,27,1295,2.08494208494208
2000,Asian,CO,6007.0,Butte,Butte,6007,Butte,2,BICYCLE,Bicycle,53,1637,3.2376298106292
2000,AfricanAm,CO,6007.0,Butte,Butte,6007,Butte,2,BICYCLE,Bicycle,16,807,1.98265179677819
2000,Latino,CO,6007.0,Butte,Butte,6007,Butte,2,BICYCLE,Bicycle,289,7252,3.98510755653613
2000,NHOPI,CO,6007.0,Butte,Butte,6007,Butte,2,BICYCLE,Bicycle,NA,NA,NA
2000,White,CO,6007.0,Butte,Butte,6007,Butte,2,BICYCLE,Bicycle,1606,67462,2.38059944857846
2000,Multiple,CO,6007.0,Butte,Butte,6007,Butte,2,BICYCLE,Bicycle,60,2011,2.98359025360517
2000,Other,CO,6007.0,Butte,Butte,6007,Butte,2,BICYCLE,Bicycle,13,222,5.85585585585586
2000,AIAN,CO,6007.0,Butte,Butte,6007,Butte,2,CAR,"Car, Truck, or Van: Drove Alone",890,1295,68.7258687258687
2000,Asian,CO,6007.0,Butte,Butte,6007,Butte,2,CAR,"Car, Truck, or Van: Drove Alone",992,1637,60.5986560781918
2000,AfricanAm,CO,6007.0,Butte,Butte,6007,Butte,2,CAR,"Car, Truck, or Van: Drove Alone",569,807,70.5080545229244
2000,Latino,CO,6007.0,Butte,Butte,6007,Butte,2,CAR,"Car, Truck, or Van: Drove Alone",4880,7252,67.2917815774959
2000,NHOPI,CO,6007.0,Butte,Butte,6007,Butte,2,CAR,"Car, Truck, or Van: Drove Alone",NA,NA,NA
2000,White,CO,6007.0,Butte,Butte,6007,Butte,2,CAR,"Car, Truck, or Van: Drove Alone",51069,67462,75.7003942960481
2000,Multiple,CO,6007.0,Butte,Butte,6007,Butte,2,CAR,"Car, Truck, or Van: Drove Alone",1394,2011,69.3187468920935
2000,Other,CO,6007.0,Butte,Butte,6007,Butte,2,CAR,"Car, Truck, or Van: Drove Alone",131,222,59.009009009009
2000,AIAN,CO,6007.0,Butte,Butte,6007,Butte,2,CARPOOL,"Car, Truck, or Van: Carpooled",286,1295,22.0849420849421
2000,Asian,CO,6007.0,Butte,Butte,6007,Butte,2,CARPOOL,"Car, Truck, or Van: Carpooled",326,1637,19.9144777031155
2000,AfricanAm,CO,6007.0,Butte,Butte,6007,Butte,2,CARPOOL,"Car, Truck, or Van: Carpooled",135,807,16.728624535316
2000,Latino,CO,6007.0,Butte,Butte,6007,Butte,2,CARPOOL,"Car, Truck, or Van: Carpooled",1509,7252,20.8080529509101
2000,NHOPI,CO,6007.0,Butte,Butte,6007,Butte,2,CARPOOL,"Car, Truck, or Van: Carpooled",NA,NA,NA
2000,White,CO,6007.0,Butte,Butte,6007,Butte,2,CARPOOL,"Car, Truck, or Van: Carpooled",8087,67462,11.9874892532092
2000,Multiple,CO,6007.0,Butte,Butte,6007,Butte,2,CARPOOL,"Car, Truck, or Van: Carpooled",309,2011,15.3654898060666
2000,Other,CO,6007.0,Butte,Butte,6007,Butte,2,CARPOOL,"Car, Truck, or Van: Carpooled",56,222,25.2252252252252
2000,AIAN,CO,6007.0,Butte,Butte,6007,Butte,2,PUBLICTR,Public Transportation,9,1295,0.694980694980695
2000,Asian,CO,6007.0,Butte,Butte,6007,Butte,2,PUBLICTR,Public Transportation,50,1637,3.0543677458766
2000,AfricanAm,CO,6007.0,Butte,Butte,6007,Butte,2,PUBLICTR,Public Transportation,36,807,4.46096654275093
2000,Latino,CO,6007.0,Butte,Butte,6007,Butte,2,PUBLICTR,Public Transportation,100,7252,1.37892995035852
2000,NHOPI,CO,6007.0,Butte,Butte,6007,Butte,2,PUBLICTR,Public Transportation,NA,NA,NA
2000,White,CO,6007.0,Butte,Butte,6007,Butte,2,PUBLICTR,Public Transportation,642,67462,0.951646853043195
2000,Multiple,CO,6007.0,Butte,Butte,6007,Butte,2,PUBLICTR,Public Transportation,62,2011,3.08304326205868
2000,Other,CO,6007.0,Butte,Butte,6007,Butte,2,PUBLICTR,Public Transportation,0,222,0.0
2000,AIAN,CO,6007.0,Butte,Butte,6007,Butte,2,WALK,Walked to work,19,1295,1.46718146718147
2000,Asian,CO,6007.0,Butte,Butte,6007,Butte,2,WALK,Walked to work,87,1637,5.31459987782529
2000,AfricanAm,CO,6007.0,Butte,Butte,6007,Butte,2,WALK,Walked to work,26,807,3.22180916976456
2000,Latino,CO,6007.0,Butte,Butte,6007,Butte,2,WALK,Walked to work,224,7252,3.08880308880309
2000,NHOPI,CO,6007.0,Butte,Butte,6007,Butte,2,WALK,Walked to work,NA,NA,NA
2000,White,CO,6007.0,Butte,Butte,6007,Butte,2,WALK,Walked to work,2307,67462,3.41970294387952
2000,Multiple,CO,6007.0,Butte,Butte,6007,Butte,2,WALK,Walked to work,75,2011,3.72948781700646
2000,Other,CO,6007.0,Butte,Butte,6007,Butte,2,WALK,Walked to work,16,222,7.20720720720721
2000,AIAN,CO,6009.0,Calaveras,Calaveras,6009,Central/Southeast Sierra,3,ATHOME,Worked at home,27,255,10.5882352941176
2000,Asian,CO,6009.0,Calaveras,Calaveras,6009,Central/Southeast Sierra,3,ATHOME,Worked at home,NA,NA,NA
2000,AfricanAm,CO,6009.0,Calaveras,Calaveras,6009,Central/Southeast Sierra,3,ATHOME,Worked at home,NA,NA,NA
2000,Latino,CO,6009.0,Calaveras,Calaveras,6009,Central/Southeast Sierra,3,ATHOME,Worked at home,50,951,5.25762355415352
2000,NHOPI,CO,6009.0,Calaveras,Calaveras,6009,Central/Southeast Sierra,3,ATHOME,Worked at home,NA,NA,NA
2000,White,CO,6009.0,Calaveras,Calaveras,6009,Central/Southeast Sierra,3,ATHOME,Worked at home,1008,14096,7.15096481271283
2000,Multiple,CO,6009.0,Calaveras,Calaveras,6009,Central/Southeast Sierra,3,ATHOME,Worked at home,15,384,3.90625
2000,Other,CO,6009.0,Calaveras,Calaveras,6009,Central/Southeast Sierra,3,ATHOME,Worked at home,NA,NA,NA
2000,AIAN,CO,6009.0,Calaveras,Calaveras,6009,Central/Southeast Sierra,3,BICYCLE,Bicycle,0,255,0.0
2000,Asian,CO,6009.0,Calaveras,Calaveras,6009,Central/Southeast Sierra,3,BICYCLE,Bicycle,NA,NA,NA
2000,AfricanAm,CO,6009.0,Calaveras,Calaveras,6009,Central/Southeast Sierra,3,BICYCLE,Bicycle,NA,NA,NA
2000,Latino,CO,6009.0,Calaveras,Calaveras,6009,Central/Southeast Sierra,3,BICYCLE,Bicycle,0,951,0.0
2000,NHOPI,CO,6009.0,Calaveras,Calaveras,6009,Central/Southeast Sierra,3,BICYCLE,Bicycle,NA,NA,NA
2000,White,CO,6009.0,Calaveras,Calaveras,6009,Central/Southeast Sierra,3,BICYCLE,Bicycle,51,14096,0.361804767309875
